VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL16011,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Black,3.6,Nigerian Used,
VHL17669,Lagos,Fiat,Fullback,"2,004",Black,1.62,,319568
VHL12360,Lagos,Toyota,Highlander,"2,018",Silver,20.5,Foreign Used,
VHL13646,Abuja,Mercedes-Benz,E550,"2,010",Black,10,Foreign Used,
VHL19724,Abuja,Land Rover,Range Rover,"2,012",White,10,Nigerian Used,
VHL10728,Lagos,Toyota,Highlander,"2,015",White,14.5,Foreign Used,81000
VHL15190,Abuja,Mercedes-Benz,GLA-Class,"2,016",Black,10,Nigerian Used,55000
VHL17223,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Silver,12.5,Foreign Used,27627
VHL18067,Lagos,Lexus,RX,"2,019",White,23.5,Foreign Used,
VHL19500,Ibadan,Toyota,Corolla,"2,011",Gray,4.2,Foreign Used,128365
VHL15634,Lagos,Lexus,RX 350 F Sport AWD,"2,016",Black,22.5,Foreign Used,
VHL14554,Abuja,Lexus,IS 250 4WD,"2,015",Silver,10.5,Foreign Used,52609
VHL15128,Abuja,Toyota,Corolla,"2,004",Blue,1.65,Nigerian Used,65000
VHL11011,Lagos,Lexus,RX 350,"2,010",Black,8.8,Foreign Used,742111
VHL11574,Lagos,Lexus,IS 250 AWD,"2,007",Black,4.2,Foreign Used,85085
VHL15642,Lagos,Lexus,RX 350 AWD,"2,009",Silver,6.5,Foreign Used,
VHL19117,Lagos,Lexus,LX 570 (5 Seats) AWD,"2,021",White,122,Foreign Used,
VHL13375,Abuja,Lexus,RX,"2,008",Gray,3.45,Nigerian Used,155000
VHL17541,Abuja,Maserati,Ghibli,"2,014",Brown,29.5,Foreign Used,27000
VHL16666,Lagos,Toyota,Tundra,"2,005",Silver,6.25,Foreign Used,
VHL13470,Abuja,Toyota,Corolla,"2,015",Gray,6.95,Foreign Used,
VHL19498,Abuja,Ford,F-150,"2,009",White,8.3,Foreign Used,63000
VHL16668,Lagos,Dodge,Charger,"2,014",Silver,8.5,Foreign Used,
VHL15814,Abuja,Toyota,Corolla,"2,010",Red,3.25,Nigerian Used,157235
VHL10889,Lagos,Lexus,ES 350,"2,010",White,6.05,Foreign Used,75000
VHL11022,Abuja,Toyota,Corolla Liftback,"2,005",Silver,2.85,Foreign Used,
VHL17088,Abuja,Land Rover,Range Rover Evoque,"2,015",White,14.5,Foreign Used,
VHL13596,Abuja,Mercedes-Benz,GL-Class GL 450,"2,013",Black,10.5,Foreign Used,
VHL19590,Lagos,Lexus,RX 350 AWD,"2,008",Silver,5.88,Foreign Used,113052
VHL14769,Lagos,Maserati,Levante,"2,017",White,38,Foreign Used,25791
VHL11555,Abuja,Volkswagen,Passat,"2,012",Black,2.65,Nigerian Used,88000
VHL10523,Lagos,Toyota,Camry,"2,007",Black,3.45,Foreign Used,153000
VHL16852,Lagos,Lexus,GX 460 Base,"2,018",White,28.5,Foreign Used,4674
VHL12609,Abuja,Honda,Accord,"2,017",Gray,5.85,Nigerian Used,
VHL18531,Abuja,Mercedes-Benz,E350,"2,016",Gray,13.2,Foreign Used,
VHL15646,Abuja,BMW,535i,"2,015",Black,8.5,Nigerian Used,
VHL10622,Lagos,Acura,MDX,"2,008",Gray,3.9,Foreign Used,
VHL16103,Lagos,Mercedes-Benz,GLE43,"2,018",Black,42.7,Foreign Used,
VHL15094,Ibadan,Toyota,Highlander Sport,"2,010",Silver,6.5,Foreign Used,68000
VHL10027,Lagos,Land Rover,Range ROVER,"2,006",Black,3.37,,192232
VHL16660,Abuja,Toyota,Coaster,"2,012",White,6.8,Nigerian Used,132410
VHL13570,Ibadan,Lexus,ES 300,"2,000",Gold,1.6,Foreign Used,99000
VHL12728,Lagos,Lexus,GX 460 Base,"2,014",Gray,18,Foreign Used,75464
VHL10351,Abuja,Toyota,Camry,"2,017",Gray,7.9,Foreign Used,46250
VHL11218,Lagos,Hyundai,Elantra,"2,011",Blue,2.8,Nigerian Used,
VHL10489,Lagos,Toyota,Camry,"2,010",Blue,3.38,Foreign Used,89464
VHL17990,Lagos,Lexus,ES 350,"2,008",Red,4.3,Foreign Used,123000
VHL17595,Abuja,Mercedes-Benz,GLA-Class,"2,017",Black,18.5,Foreign Used,
VHL12570,Lagos,Lexus,GX 460 Luxury,"2,015",Black,15.5,Foreign Used,
VHL16417,Ibadan,Mercedes-Benz,C300,"2,008",Gray,4.5,Foreign Used,85000
VHL11350,Abuja,Lexus,LX 570 AWD,"2,014",Black,20,Nigerian Used,45000
VHL12623,Lagos,Lexus,ES 350,"2,008",Gray,4.35,Foreign Used,
VHL19447,Abuja,Honda,Accord Crosstour,"2,012",Green,3.5,Nigerian Used,65288
VHL18449,Abuja,Toyota,Tacoma,"2,008",Black,5,Nigerian Used,
VHL17304,Lagos,Toyota,Venza V6,"2,010",Silver,6.8,Foreign Used,69845
VHL19952,Abuja,Lexus,IS,"2,014",Black,10.5,Foreign Used,45216
VHL11547,Lagos,Honda,Pilot,"2,012",Black,7.31,Nigerian Used,28980
VHL18404,Lagos,Toyota,Sienna,"2,005",Gray,3.6,Foreign Used,120624
VHL16391,Lagos,Lexus,GX 460,,Gray,14.2,Foreign Used,
VHL12404,Lagos,Land Rover,Range Rover Sport,"2,015",Red,23.65,Foreign Used,
VHL15931,Lagos,Lexus,GX 460 Premium,"2,013",Gold,17.5,Foreign Used,
VHL12475,Abuja,Toyota,Land Cruiser,"2,013",Black,26,Nigerian Used,71000
VHL15442,Abuja,Mercedes-Benz,C350,"2,008",Black,3.8,Nigerian Used,120066
VHL12807,Ibadan,Lexus,GS 300,"2,007",Burgandy,3.2,Foreign Used,88000
VHL17253,Abuja,Acura,MDX,"2,014",Silver,12,Foreign Used,
VHL10284,Abuja,Toyota,Camry,"2,016",Green,8.19,,63339
VHL18017,Ibadan,Nissan,Frontier,"2,000",Green,1.95,Nigerian Used,123457
VHL13757,Lagos,Toyota,Camry,"2,007",Silver,2.08,Nigerian Used,234297
VHL16266,Lagos,Lexus,GX,"2,007",Silver,2.85,Nigerian Used,124000
VHL14505,Lagos,Lexus,GX 460 Base,"2,016",Gray,23.8,Foreign Used,
VHL16597,Abuja,Mercedes-Benz,CLA-Class,"2,015",Black,8,Nigerian Used,
VHL14971,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Gray,11,Foreign Used,80000
VHL19767,Abuja,Mercedes-Benz,E350,"2,015",Black,5.3,Nigerian Used,112342
VHL17942,Abuja,Honda,Accord,"2,016",Gray,6.85,Nigerian Used,
VHL16632,Abuja,Lexus,GX 460,"2,010",Silver,8.5,Foreign Used,92000
VHL17458,Lagos,Mercedes-Benz,C300,"2,015",Black,12.5,Foreign Used,56041
VHL12171,Lagos,Lexus,GX 460 Premium,"2,013",Gray,15.7,Foreign Used,83000
VHL15807,Lagos,Hyundai,Sonata,"2,013",Blue,2.81,Nigerian Used,93650
VHL14553,Ibadan,Toyota,Camry,"2,007",Blue,2.81,Nigerian Used,138311
VHL10638,Abuja,Toyota,RAV4,"2,010",Red,6,Foreign Used,68568
VHL10029,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Brown,13.5,Foreign Used,86945
VHL13118,Lagos,Lexus,IS,"2,008",Black,3.55,Foreign Used,70000
VHL16741,Abuja,Lexus,RX,"2,020",White,27,Foreign Used,
VHL12509,Abuja,Toyota,Land Cruiser Prado 4,"2,020",Black,33,Brand New,1009
VHL14390,Lagos,Lexus,GX 460 Base,"2,014",Silver,22.5,Foreign Used,
VHL15436,Lagos,Toyota,Camry,"2,011",Silver,4.05,Foreign Used,75404
VHL11732,Lagos,Lexus,ES 350,"2,011",White,5.9,Foreign Used,58367
VHL14345,Abuja,Toyota,Sienna,"2,005",Gold,4,Foreign Used,48558
VHL10510,Abuja,Mercedes-Benz,M Class ML 350 4x2,"2,013",Gold,14,Foreign Used,35147
VHL17881,Abuja,Lexus,RX 350,"2,010",Gray,8.2,Nigerian Used,
VHL12409,Lagos,Mercedes-Benz,M Class ML350 AWD 4MATIC,"2,009",Black,7.1,Foreign Used,
VHL14212,Abuja,Ford,Edge,"2,013",Black,3.94,Nigerian Used,153535
VHL17509,Abuja,Lexus,RX 350 FWD,"2,012",Black,9.15,Foreign Used,95000
VHL15790,Abuja,Lexus,ES 350,"2,010",Black,3.85,Nigerian Used,
VHL12460,Lagos,Lexus,IS 250 AWD,"2,006",Blue,4.4,Foreign Used,92000
VHL15013,Lagos,Mercedes-Benz,M Class,"2,006",Gray,5.8,Foreign Used,85634
VHL10286,Abuja,Volkswagen,Passat,"2,015",Gray,4,Nigerian Used,71454
VHL13546,Lagos,Lexus,ES 350,"2,010",Black,8.9,Foreign Used,
VHL15884,Lagos,Toyota,Camry,"2,000",Green,0.99,Nigerian Used,55000
VHL19129,Lagos,Hyundai,Elantra,"2,013",Black,3.26,Nigerian Used,98359
VHL13653,Abuja,Hyundai,Elantra SE,"2,010",Silver,2.7,Foreign Used,
VHL18362,Abuja,Mercedes-Benz,C43,"2,017",Black,25,Foreign Used,
VHL12513,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,13,Foreign Used,68590
VHL18010,Lagos,Lexus,ES 350,"2,011",Silver,5.35,Foreign Used,
VHL17147,Lagos,Mercedes-Benz,GL-Class GL 550,"2,010",White,11.8,Foreign Used,
VHL16507,Lagos,Lexus,RX 450h F Sport AWD,"2,019",Gold,30,Foreign Used,
VHL14613,Abuja,Lexus,RX 330,"2,005",Gray,2.8,Nigerian Used,117584
VHL13280,Abuja,Toyota,Camry,"2,007",Gold,2.7,Nigerian Used,156588
VHL15466,Ibadan,Toyota,Corolla,"2,003",Gold,1.15,Nigerian Used,99000
VHL12916,Abuja,Mercedes-Benz,GLE-Class,"2,016",Black,35,Foreign Used,32278
VHL14305,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Black,11,Foreign Used,30000
VHL17098,Lagos,Lexus,ES 350,"2,011",Silver,5.34,Foreign Used,112058
VHL17643,Lagos,Lexus,RX,"2,004",Black,3.65,Nigerian Used,
VHL13025,Abuja,Toyota,Hilux,"2,020",White,59,Foreign Used,10000
VHL18458,Lagos,Honda,Accord,"2,005",Black,1.24,Nigerian Used,229049
VHL17617,Abuja,Toyota,Camry,"2,008",Red,2.45,Nigerian Used,84276
VHL18521,Ibadan,Toyota,Highlander Limited,"2,008",Silver,6.8,Foreign Used,98000
VHL15458,Abuja,BMW,X4 xDrive28i Off,"2,015",White,19,Foreign Used,45238
VHL18957,Abuja,Lexus,IS,"2,013",White,10.5,Foreign Used,42681
VHL18272,Lagos,Suzuki,Vitara,"2,019",Gray,9.9,,201
VHL11228,Abuja,Lexus,RX 350,"2,011",Gray,6.4,Nigerian Used,
VHL19704,Lagos,Lexus,GX 460 Luxury,"2,015",Black,22.95,Foreign Used,33585
VHL15849,Abuja,Toyota,Sequoia,"2,003",Gold,1.35,Nigerian Used,89650
VHL19090,Abuja,Toyota,Land Cruiser Prado,"2,012",Black,13,Nigerian Used,116396
VHL14830,Abuja,Mercedes-Benz,E550,"2,010",Gray,4.85,Nigerian Used,
VHL19681,Lagos,Lexus,IS 250,"2,008",Silver,4.2,Foreign Used,
VHL16537,Abuja,Mercedes-Benz,C300,"2,013",White,6.5,Foreign Used,
VHL19113,Abuja,Mercedes-Benz,C300,"2,017",White,13.3,Foreign Used,18000
VHL16666,Lagos,Toyota,Highlander Limited,"2,011",Silver,7,Nigerian Used,100000
VHL10734,Abuja,Toyota,Camry,"2,013",Silver,5.5,Foreign Used,25413
VHL18409,Abuja,Toyota,Sienna LE 7 Passenger,"2,012",White,8.55,Foreign Used,110852
VHL16402,Abuja,Honda,Accord 2.0i Automatic,"2,009",Gray,3.3,Foreign Used,80000
VHL18041,Abuja,Toyota,Corolla LE,"2,006",Gold,3.1,Foreign Used,
VHL19408,Abuja,BMW,Z4 sDrive M40i RWD,"2,020",White,30,Foreign Used,
VHL10352,Abuja,Land Rover,Range Rover Evoque,"2,013",Red,9,Nigerian Used,46096
VHL11443,Lagos,Toyota,4-Runner Limited V6,"2,005",Gold,4.7,Foreign Used,95442
VHL15358,Lagos,Toyota,Venza,"2,014",Black,5.74,Nigerian Used,68911
VHL13292,Abuja,Acura,ZDX Base AWD,"2,011",White,6.2,Foreign Used,72387
VHL12546,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Gray,11.2,Foreign Used,
VHL15432,Abuja,Lexus,RX 350L 4WD,"2,021",Black,28,Foreign Used,60000
VHL16009,Abuja,Mercedes-Benz,E350,"2,011",Gray,5.85,Nigerian Used,61023
VHL15142,Lagos,Lexus,ES 350,"2,007",Black,3.45,Nigerian Used,
VHL19597,Lagos,Lexus,ES 350,"2,006",Blue,4.5,Foreign Used,108523
VHL10140,Lagos,Toyota,4-Runner,"2,012",Black,13,Foreign Used,56807
VHL12318,Lagos,Lexus,GX 460,"2,011",Black,11.8,Nigerian Used,56389
VHL12419,Lagos,Lexus,GX,"2,012",Red,15.5,Foreign Used,56214
VHL19148,Lagos,Toyota,Venza AWD,"2,010",Gray,6.95,Foreign Used,72301
VHL15722,Lagos,Mercedes-Benz,GLE-Class,"2,016",White,15.5,Nigerian Used,64513
VHL10274,Abuja,Toyota,Sienna,"2,015",Black,8.7,Foreign Used,64282
VHL13003,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Black,5,Nigerian Used,55522
VHL18529,Abuja,Honda,Pilot,"2,005",Red,1.74,Nigerian Used,144506
VHL14641,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Black,4.4,Foreign Used,71232
VHL17579,Lagos,Lexus,RX 350,"2,010",Black,9.2,Foreign Used,98750
VHL16334,Lagos,Lexus,LX 570 AWD,"2,019",White,68,Foreign Used,
VHL18898,Abuja,Toyota,Camry,"2,013",White,3.8,Nigerian Used,
VHL13252,Abuja,Lexus,RX,"2,010",Black,6.8,Nigerian Used,
VHL13435,Lagos,Toyota,Camry,"2,009",Red,3.4,Foreign Used,100858
VHL18111,Lagos,Toyota,Venza AWD,"2,011",Gray,7.3,Foreign Used,69085
VHL16952,Abuja,Mercedes-Benz,C300,"2,008",White,4.5,Foreign Used,81000
VHL14045,Lagos,Lexus,GX 470 Sport Utility,"2,005",White,6.2,Foreign Used,77224
VHL14473,Ibadan,Toyota,4-Runner SR5 2WD,"2,010",Red,9.5,Foreign Used,
VHL13029,Abuja,Toyota,Corolla,"2,013",Black,2.9,Nigerian Used,102588
VHL18030,Abuja,Toyota,Camry,"2,012",White,5.5,Foreign Used,
VHL10496,Ibadan,Nissan,Altima,"2,009",Black,2.03,Nigerian Used,224443
VHL19152,Ibadan,Nissan,Pick-Up,"1,992",Red,2.5,Foreign Used,223584
VHL18686,Abuja,Bentley,Continental,"2,016",White,68.5,Foreign Used,17272
VHL19147,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Green,4.5,Foreign Used,
VHL19395,Abuja,Mercedes-Benz,SLK Class,"2,005",Silver,3.8,Nigerian Used,70000
VHL15344,Abuja,Toyota,Hilux,"2,013",White,6.85,Nigerian Used,
VHL19029,Ibadan,Mercedes-Benz,C300,"2,008",Red,4.7,Foreign Used,78000
VHL11610,Lagos,Lexus,RX,"2,013",White,13.2,Foreign Used,54345
VHL17293,Lagos,Hyundai,Sonata,"2,015",Silver,7.9,Foreign Used,80000
VHL12701,Ibadan,Mercedes-Benz,C300,"2,012",White,5.3,Foreign Used,54000
VHL15942,Lagos,Lexus,ES 350,"2,008",Black,5.2,Foreign Used,62546
VHL11697,Lagos,Lexus,RX,"2,009",Brown,5.95,Foreign Used,48078
VHL13311,Abuja,Mercedes-Benz,E350,"2,014",Silver,12.85,Foreign Used,40000
VHL11895,Ibadan,Honda,Accord,"2,008",Red,3.15,Foreign Used,360441
VHL10928,Lagos,Lexus,LX 570 AWD,"2,013",Black,30,Foreign Used,
VHL19700,Abuja,Toyota,Corolla,"2,010",White,3.9,Foreign Used,
VHL18694,Abuja,GAC,GS8,"2,018",Brown,7.05,Nigerian Used,42000
VHL16694,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,12,Foreign Used,70000
VHL17620,Lagos,Mercedes-Benz,M Class ML 350 TEC 4Matic,"2,012",Gray,15,Foreign Used,
VHL11100,Abuja,Mercedes-Benz,G-Class,"2,013",Blue,7,Nigerian Used,125000
VHL13921,Lagos,Lexus,RX 350 AWD,"2,013",Gray,12.5,Foreign Used,
VHL17564,Abuja,Honda,Accord,"2,014",White,6,Foreign Used,75000
VHL15899,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Silver,3.85,Foreign Used,56324
VHL15001,Lagos,Lexus,GS 350 Sedan,"2,007",Black,4.6,Foreign Used,
VHL14757,Abuja,Toyota,Highlander Limited,"2,010",Gray,3.35,Nigerian Used,104577
VHL12413,Lagos,Nissan,X-Trail 2.5 SE 4x4 Automatic,"2,005",Black,1.35,Nigerian Used,277367
VHL14570,Abuja,Mercedes-Benz,GLA 250,"2,015",Black,13.5,Foreign Used,
VHL13558,Lagos,Ford,Focus,"2,001",Silver,1.35,Nigerian Used,160604
VHL10459,Lagos,Toyota,Camry 2.4 XLi Automatic,"2,006",Gray,2.75,Foreign Used,105000
VHL18143,Lagos,Lexus,ES 350,"2,008",Blue,4.5,Foreign Used,
VHL14548,Lagos,Lexus,RX 350 2WD,"2,020",White,27,Foreign Used,21000
VHL19648,Abuja,Honda,Accord,"2,004",Silver,1.3,Nigerian Used,
VHL10401,Lagos,Nissan,Sunny,"2,011",Blue,1.13,Nigerian Used,
VHL16542,Lagos,Toyota,Highlander SE,"2,011",Black,5,Nigerian Used,
VHL18493,Lagos,Toyota,Sienna XLE,"2,001",Brown,2.65,Foreign Used,
VHL17676,Lagos,Lexus,ES 350,"2,010",Black,5.4,Foreign Used,
VHL14493,Ibadan,Nissan,Pick-Up,"1,997",White,2.7,Foreign Used,203437
VHL16469,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,010",Black,6.7,Foreign Used,88000
VHL18673,Abuja,Toyota,Venza,"2,010",Green,8,Foreign Used,65585
VHL16452,Lagos,Lexus,ES 350,"2,007",Silver,4.4,Foreign Used,
VHL15091,Lagos,Toyota,Camry,"2,013",Gray,6.8,Foreign Used,
VHL11227,Abuja,Lexus,ES 350,"2,007",Gray,3.7,Nigerian Used,50000
VHL14230,Lagos,Lexus,GX 470 Sport Utility,"2,005",Black,6.5,Foreign Used,89753
VHL15040,Abuja,Honda,Accord Crosstour EX,"2,011",Gray,2.7,Nigerian Used,86000
VHL19444,Abuja,Chevrolet,Camaro,"2,018",Red,24.2,Foreign Used,
VHL12801,Abuja,Mazda,5 Touring,"2,010",Blue,2.95,Foreign Used,52352
VHL19408,Abuja,Toyota,Corolla,"2,010",Gray,2.9,Nigerian Used,87000
VHL12252,Lagos,Toyota,Camry,"2,007",Silver,3.95,Foreign Used,96124
VHL14112,Lagos,Toyota,Camry,"2,007",Green,3.3,Foreign Used,23166
VHL10699,Abuja,Lexus,LX,"2,019",Black,25,Nigerian Used,120655
VHL13757,Abuja,Toyota,Sienna,"2,005",Gold,2.3,Nigerian Used,
VHL13837,Abuja,Toyota,Highlander,"2,015",White,15,Foreign Used,30000
VHL14256,Abuja,Scion,iM Base,"2,016",Black,7,Foreign Used,
VHL14113,Lagos,Lexus,RX,"2,010",White,9.4,Foreign Used,50000
VHL10842,Abuja,Toyota,C-Hr,"2,017",Gray,15.5,Foreign Used,53252
VHL12270,Lagos,Toyota,4-Runner Sport Edition V6,"2,007",Gray,5.6,Foreign Used,63214
VHL14549,Lagos,Lexus,ES 350,"2,011",Black,5.4,Foreign Used,26325
VHL10652,Abuja,Toyota,Corolla,"2,014",Blue,3.85,Nigerian Used,101023
VHL13790,Abuja,Toyota,Camry,"2,008",Gray,2.3,Nigerian Used,88875
VHL14595,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",Black,7.35,Foreign Used,
VHL12479,Abuja,Toyota,Camry,"2,012",Black,4.35,Foreign Used,98521
VHL14267,Abuja,Toyota,Corolla,"2,016",Silver,5.9,Foreign Used,59447
VHL19226,Lagos,Mercedes-Benz,M Class,"2,015",Black,16.8,Foreign Used,
VHL14786,Lagos,Mercedes-Benz,GLK-Class,"2,015",Black,13.5,Foreign Used,922382
VHL16616,Abuja,Toyota,Camry SE (2.5L 4cyl 8A),"2,019",Silver,13.5,Foreign Used,
VHL11727,Lagos,Lexus,ES 350,"2,007",Silver,4.3,Foreign Used,
VHL16822,Abuja,Acura,ILX Base FWD (2.0L 4cyl 5A),"2,013",Blue,7,Foreign Used,73933
VHL18887,Abuja,Toyota,Highlander Limited,"2,009",Silver,6.5,Foreign Used,65238
VHL12916,Lagos,Lexus,ES 350,"2,008",Red,4.6,Foreign Used,89000
VHL18422,Abuja,Lexus,RX,"2,017",Black,20,Foreign Used,65800
VHL11261,Abuja,Mercedes-Benz,E320,"2,003",Gold,1.45,Nigerian Used,170000
VHL19108,Lagos,Lexus,ES 350,"2,009",Gray,5.1,Foreign Used,51000
VHL19924,Lagos,Lexus,IS,"2,010",White,6,Foreign Used,
VHL11234,Abuja,Mercedes-Benz,GLE-Class,"2,016",Gray,19.5,Foreign Used,52522
VHL15435,Lagos,Lexus,RX 350 FWD,"2,012",Red,9.5,Foreign Used,35245
VHL11977,Abuja,Toyota,Camry,"2,013",Gray,5.5,Foreign Used,56000
VHL19991,Lagos,Toyota,4-Runner,"2,017",White,17.5,Foreign Used,51000
VHL13582,Ibadan,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Silver,3.15,Nigerian Used,135000
VHL16638,Abuja,Peugeot,508,"2,017",Gray,9.5,Nigerian Used,20000
VHL17231,Lagos,Lexus,ES 350,"2,011",Gold,5.25,Foreign Used,
VHL10957,Lagos,Suzuki,Swift,"2,019",Black,9.9,,66
VHL11527,Lagos,Lexus,RX,"2,003",Silver,3.15,Foreign Used,58320
VHL17733,Ibadan,Toyota,Highlander SE,"2,011",Blue,6.2,Foreign Used,
VHL19396,Lagos,Toyota,4-Runner Limited,"2,008",Silver,5.7,Foreign Used,74120
VHL11550,Lagos,Mercedes-Benz,E350,"2,013",White,5.61,,80888
VHL13910,Abuja,Honda,Accord,"2,017",Black,3.8,Nigerian Used,
VHL10880,Abuja,Lexus,RX 330 4WD,"2,005",Blue,2.8,Nigerian Used,127000
VHL16337,Lagos,Hyundai,Elantra,"2,005",Black,1.26,,48428
VHL16963,Lagos,Toyota,Tundra Automatic,"2,001",White,3.7,Foreign Used,
VHL10461,Lagos,Chevrolet,Cruze 2 VCDi,"2,011",Black,2.14,Nigerian Used,125175
VHL19814,Abuja,Land Rover,Range Rover Sport HSE 4x4 (5.0L 8cyl 6A),"2,011",Gray,6.2,Nigerian Used,87695
VHL14580,Abuja,Honda,Civic,"2,009",Blue,2.93,Foreign Used,262276
VHL11113,Abuja,Toyota,Avalon,"2,012",Gold,6.5,Foreign Used,
VHL17813,Lagos,Nissan,Altima,"2,009",Gold,1.13,Nigerian Used,217898
VHL17670,Lagos,Mercedes-Benz,GL Class,"2,014",Gray,18.2,Foreign Used,46276
VHL16042,Ibadan,Honda,CR-V,"2,005",Gold,1.29,Nigerian Used,361423
VHL13953,Lagos,Lexus,RX,"2,002",Gold,3.27,Foreign Used,49673
VHL19020,Lagos,Ford,Edge,"2,013",Gray,2.81,Foreign Used,126077
VHL15576,Lagos,Volkswagen,Passat,"2,006",Gray,1.58,Nigerian Used,193371
VHL12524,Abuja,Lexus,IS,"2,011",Black,5.2,Foreign Used,80000
VHL19939,Lagos,Lexus,GX 460 Luxury,"2,014",Black,22,Foreign Used,71000
VHL14390,Abuja,Toyota,Land Cruiser Prado,"2,021",Black,39,Brand New,
VHL10643,Abuja,Toyota,Camry,"2,013",Gray,4.7,Foreign Used,
VHL17400,Abuja,Lincoln,MKZ,"2,008",Gray,3.95,Foreign Used,
VHL15312,Abuja,Toyota,Highlander XLE 4x2 V6 (3.5L 6cyl 8A),"2,017",Green,17.5,Foreign Used,55784
VHL19589,Ibadan,Toyota,RAV4 2.5 Limited,"2,010",Gray,4.8,Foreign Used,
VHL10748,Abuja,Mercedes-Benz,C230,"2,006",Black,1.65,Nigerian Used,98000
VHL14778,Ibadan,Toyota,Solara,"2,006",Green,1.85,Nigerian Used,
VHL13157,Lagos,Lexus,ES 350,"2,009",Red,4.7,Foreign Used,
VHL17824,Abuja,Ford,Edge,"2,016",Black,9,Foreign Used,
VHL13353,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Black,5.65,Foreign Used,83000
VHL13942,Lagos,Acura,MDX,"2,008",Black,4.3,Foreign Used,
VHL12809,Abuja,Toyota,Hilux,"2,021",White,22.5,Brand New,
VHL14590,Abuja,Toyota,FJ Cruiser Base 4x4,"2,008",Blue,4.5,Foreign Used,
VHL17892,Lagos,Toyota,Corolla,"2,012",Red,2.5,Nigerian Used,
VHL15010,Ibadan,Toyota,Camry,"2,007",Green,3.8,Foreign Used,
VHL12150,Abuja,Mercedes-Benz,C300,"2,011",Black,3.6,Nigerian Used,89000
VHL15787,Lagos,Toyota,RAV4 3.5 Sport,"2,011",Gray,6,Foreign Used,65000
VHL11093,Abuja,Land Rover,Range Rover,"2,021",Black,230,Brand New,50
VHL10213,Abuja,Toyota,Land Cruiser Prado,"2,015",Black,16.5,Nigerian Used,
VHL12218,Lagos,Lexus,RX 350,"2,008",Gray,3.8,Nigerian Used,
VHL11816,Lagos,Toyota,Sienna LE AWD,"2,005",Gold,2.8,Foreign Used,95800
VHL19384,Abuja,Toyota,Venza AWD,"2,012",Gray,7.7,Foreign Used,
VHL19144,Abuja,Honda,CR-V EX 4dr SUV (2.4L 4cyl 5A),"2,012",Black,3.9,Nigerian Used,
VHL13854,Lagos,Lexus,RX 350,"2,010",Black,9.2,Foreign Used,
VHL12498,Lagos,Lexus,GX 460 Premium,"2,012",Silver,15,Foreign Used,135285
VHL12978,Lagos,Mercedes-Benz,M Class ML350 AWD 4MATIC,"2,009",Silver,3.94,Nigerian Used,175241
VHL16722,Abuja,Mercedes-Benz,E550,"2,011",Gray,6.5,Nigerian Used,
VHL16629,Lagos,Toyota,Corolla 1.8 CE,"2,008",Blue,2.25,Nigerian Used,113313
VHL17686,Lagos,Toyota,Camry,"2,014",Green,5.35,Foreign Used,64898
VHL12804,Lagos,Toyota,RAV4 3.5 Limited 4x4,"2,010",White,5.9,Foreign Used,75000
VHL16437,Lagos,Mercedes-Benz,GLK-Class,"2,015",White,13.7,Foreign Used,
VHL14066,Lagos,Ford,Edge,"2,007",Black,3.26,Foreign Used,142291
VHL15946,Lagos,Toyota,Tacoma Double Cab V6 4WD,"2,004",Black,5.1,Foreign Used,85412
VHL18353,Lagos,Toyota,Camry,"2,007",Black,3.35,Foreign Used,
VHL13747,Abuja,Mercedes-Benz,GLK-Class,"2,015",White,11,Foreign Used,
VHL17309,Abuja,Toyota,Venza AWD,"2,010",Gray,7,Foreign Used,
VHL11059,Lagos,Lexus,LX 570 (5 Seats) AWD,"2,016",Gray,42,Foreign Used,27000
VHL10431,Abuja,Toyota,Hilux,"2,014",Black,8.55,Nigerian Used,
VHL14193,Lagos,Toyota,4-Runner Limited 4WD,"2,012",Red,12,Foreign Used,89000
VHL10270,Abuja,Toyota,Land Cruiser 5.7 V8 VX-S,"2,020",Black,50,Brand New,115
VHL14061,Abuja,Kia,Sportage,"2,012",Silver,3.3,Nigerian Used,72458
VHL11907,Lagos,Renault,Duster,"2,005",Silver,1.46,Nigerian Used,70206
